Referencia Product,Descripción,COSTE,Referencia Proveed,Código Proveedor,Nombre Proveedor,Códig Familia,Nombre Familia,Fecha Alta,Bajo pedido,STOCK
AC-001050,ESCANER LASER S32B-3011EA S300 MINI REMOTE 3M,"1.625,395",1056431,003108,"SICK Optic Electronic, S.A.",00005,ELECTRICIDAD,04-10-13,bajo pedido,
AC-001051,ESCUADRA FIJACIÓN 1b S300,"28,041",2034325,003108,"SICK Optic Electronic, S.A.",00005,ELECTRICIDAD,04-10-13,bajo pedido,
AC-001052,CABLE CONECTOR HEMBRA DOL-1SS2G5M0E15KM3,"22,300",6042338,003108,"SICK Optic Electronic, S.A.",00005,ELECTRICIDAD,04-10-13,bajo pedido,
AC-001053,CABLE CONECTOR HEMBRA DOL-1SS2G10ME15KM3,"46,900",6042340,003108,"SICK Optic Electronic, S.A.",00005,ELECTRICIDAD,04-10-13,bajo pedido,
AC-001054,CABLE PROGRAMACION RS232 DSL-8U04G02M025KM1,"45,700",6034574,003108,"SICK Optic Electronic, S.A.",00005,ELECTRICIDAD,04-10-13,bajo pedido,
AC-001055,KIT FLEXI-EFI-PAKET CON CPU1,"399,000",1048545,003108,"SICK Optic Electronic, S.A.",00005,ELECTRICIDAD,04-10-13,bajo pedido,
AC-001056,MODULO DE SEGURIDAD UE410-2RO3,"107,625",6026144,003108,"SICK Optic Electronic, S.A.",00005,ELECTRICIDAD,04-10-13,bajo pedido,
AC-001170,"CONECTOR M12 8P RECTO 7,5MTS","21,213",6020353,003108,"SICK Optic Electronic, S.A.",00005,ELECTRICIDAD,25-02-14,bajo pedido,
AC-001304,ENCODER ANALÓGICO HILO 0-10V SICK,"317,750",BCG05-L1KM01PP,003108,"SICK Optic Electronic, S.A.",00005,ELECTRICIDAD,16-06-14,bajo pedido,
AC-001588,ENCODER AHM36B-SCCC012x12,"105,230",,003108,"SICK Optic Electronic, S.A.",00005,ELECTRICIDAD,30-01-15,bajo pedido,
AC-001589,BRIDA ENCODER BEF-FA-020-030,"5,000",,003108,"SICK Optic Electronic, S.A.",00005,ELECTRICIDAD,30-01-15,bajo pedido,
AC-001654,CABLE COMUNICACION 10m M12x12 PHOENIX CONTACT,"91,000",6042736,003108,"SICK Optic Electronic, S.A.",00005,ELECTRICIDAD,31-03-15,bajo pedido,
AC-003271,Encoder de hilo SICK,"328,700",BCG05-L1KM01PP ,003108,"SICK Optic Electronic, S.A.",00005,ELECTRICIDAD,22-12-15,bajo pedido,
AC-003325,Láser TIM320-1131000,"804,050",1062219,003108,"SICK Optic Electronic, S.A.",00029,ACCESORIOS,20-01-16,bajo pedido,
AC-003326,Soporte Láser TIM320-1131000,"35,000",2061776,003108,"SICK Optic Electronic, S.A.",00029,ACCESORIOS,20-01-16,bajo pedido,
AC-003327,Conector M12 con Cable 5 mts. Cable comunicación datos RS232/422,"60,200",6042735,003108,"SICK Optic Electronic, S.A.",00029,ACCESORIOS,20-01-16,bajo pedido,
AC-003356,"FLEXI-EFI-PACKAGE Kit flexisoft AFI: MPL0,CPU1,XT1O","361,200",1048545,003108,"SICK Optic Electronic, S.A.",00029,ACCESORIOS,29-01-16,bajo pedido,
AC-003357,FLEXISOFT 8IN/4OUT FX3-XTIO84002,"184,200",1044125,003108,"SICK Optic Electronic, S.A.",00029,ACCESORIOS,29-01-16,bajo pedido,
AC-003358,Nodo Flexi Loop FLN-EMSS0000105,"36,600",1061711,003108,"SICK Optic Electronic, S.A.",00029,ACCESORIOS,29-01-16,bajo pedido,
AC-003359,Elemento terminador Nodo Loop FLT-TERM00001,"16,330",1061716,003108,"SICK Optic Electronic, S.A.",00029,ACCESORIOS,29-01-16,bajo pedido,
AC-003360,Clip de fijación ´C´ para nodo flexiloop,"6,070",2068830,003108,"SICK Optic Electronic, S.A.",00029,ACCESORIOS,29-01-16,bajo pedido,
AC-003361,TR4-SBM03P,"69,000",6025090,003108,"SICK Optic Electronic, S.A.",00029,ACCESORIOS,29-01-16,bajo pedido,
AC-003401,Conector M12 con Cable 10 mts. Cable comunicación datos RS232/422,"88,960",6042736,003108,"SICK Optic Electronic, S.A.",00029,ACCESORIOS,29-02-16,bajo pedido,
AC-003422,Nodo Flexi Loop FLN-OSSD1000105,"39,000",1061709,003108,"SICK Optic Electronic, S.A.",00029,ACCESORIOS,03-03-16,bajo pedido,
AC-003435,ESCANER LASER S30B-3011DA S300 PROFESIONAL 3m,"1.950,000",1056429,003108,"SICK Optic Electronic, S.A.",00029,ACCESORIOS,08-03-16,bajo pedido,
AC-003436,CONECTOR S300 STANDARD,"43,375",2032807,003108,"SICK Optic Electronic, S.A.",00029,ACCESORIOS,08-03-16,bajo pedido,
AC-003437,UE48-2OS2D2 INTERFACE SEGURIDAD SALIDA RELE,"85,000",6024915,003108,"SICK Optic Electronic, S.A.",00029,ACCESORIOS,08-03-16,bajo pedido,
AC-003584,Módulo relé UE410-4RO3,"138,800",6026143,003108,"SICK Optic Electronic, S.A.",00005,ELECTRICIDAD,10-05-16,bajo pedido,
AC-003746,FX3-CPU130002,"197,400",1043784,003108,"SICK Optic Electronic, S.A.",00005,ELECTRICIDAD,11-07-16,bajo pedido,
AC-003836,Láser TIM351-2134001,"1.127,490",1067299,003108,"SICK Optic Electronic, S.A.",00005,ELECTRICIDAD,23-09-16,bajo pedido,
AC-003838,Soporte láser TIM351-2134001,"68,900",2608398,003108,"SICK Optic Electronic, S.A.",00005,ELECTRICIDAD,23-09-16,bajo pedido,
AC-003941,Recambio carcasa óptica para S32B-3011BA,"99,000",2039248,003108,"SICK Optic Electronic, S.A.",00005,ELECTRICIDAD,23-12-16,bajo pedido,
AC-004167,Escáner láser S30B-2011DA S300,"1.200,000",1026822,003108,"SICK Optic Electronic, S.A.",00029,ACCESORIOS,14-03-17,bajo pedido,
AC-004168,ESCUADRA FIJACIÓN 2 PARA S300,"10,500",2039302,003108,"SICK Optic Electronic, S.A.",00029,ACCESORIOS,14-03-17,bajo pedido,
AC-004200,RELE DE SEGURIDAD UE10-3OS2D0,"85,200",6024917,003108,"SICK Optic Electronic, S.A.",00005,ELECTRICIDAD,21-03-17,bajo pedido,
AC-004327,"Cable de conexión De 15 hilos, AWG20, sin apantallar, PVC","1,770",6030795,003108,"SICK Optic Electronic, S.A.",00005,ELECTRICIDAD,11-04-17,bajo pedido,
AC-000195,CABLE SIEMENS  CORDAFLEX SMK 30X2.5 - REF. 5DH3174,"0,000",5DH3174,001959,SIECSA - SUMIN.IND. Y ELEC. COSLADA,00005,ELECTRICIDAD,03-08-10,bajo pedido,
AC-000779,"CABLE SPREADERFLEX YSLTOR-J 54x2,5","0,000",,001959,SIECSA - SUMIN.IND. Y ELEC. COSLADA,00005,ELECTRICIDAD,19-06-12,bajo pedido,
AC-000780,"CABLE RONDOFLEX (N) GRDGOEN-J 30X2,5 06/1 KV (REF. 5DG6675)","73,000",5DG6675,001959,SIECSA - SUMIN.IND. Y ELEC. COSLADA,00005,ELECTRICIDAD,19-06-12,bajo pedido,
AC-000466,REPARACION MOTOR DTA-5952 ACCIONA LUGO,"408,550",,001957,SIEMENS S.A.,00035,REPUESTOS,11-05-11,bajo pedido,
AC-001947,BASE A PRESION 82-35-308-55,"0,923",82-35-308-55,003439,"SISTEMAS TÉCNICOS DE FIJACIÓN, SL",00007,MECANICA,09-10-15,bajo pedido,
AC-001948,VASTAGO ANILLA RA 82-15-280-16,"1,467",82-15-280-16,003439,"SISTEMAS TÉCNICOS DE FIJACIÓN, SL",00007,MECANICA,09-10-15,bajo pedido,
AC-001949,VASTAGO CON RANURA 82-11-280-16,"0,523",82-11-280-16,003439,"SISTEMAS TÉCNICOS DE FIJACIÓN, SL",00007,MECANICA,09-10-15,bajo pedido,
AC-001950,RETEN CON RANURA INOX 82-32-101-20,"0,043",82-32-101-20,003439,"SISTEMAS TÉCNICOS DE FIJACIÓN, SL",00007,MECANICA,09-10-15,bajo pedido,
AC-000816,CAPUCHON VINILO M30 D.28.6 ALTURA 38.1MM (250 UDS),"103,330",A28.6S381B,003192,"SOIFI-SOLUCIONES INTEGRALES EN FIJACIONES,S.L.",00007,MECANICA,09-10-12,bajo pedido,
AC-001871,DTA-6922 FABRICACION CONJUNTO BASTIDOR,"7.735,380",,003422,SOLUCIONS INVERT SL,00007,MECANICA,13-08-15,bajo pedido,
AC-000031,"SENSOR ""PEPPERL+FUCHS""  LA28-F1/116; UB 12-240 VAC/DC","120,000",,001953,"SOVEMATIC, S.L.",00029,ACCESORIOS,15-02-10,bajo pedido,
AC-000032,"SENSOR ""PEPPERL+FUCHS"" LK28Z-F1/31/116; UB 12-240 VAC/DC","175,526",,001953,"SOVEMATIC, S.L.",00029,ACCESORIOS,15-02-10,bajo pedido,
AC-000273,DETECTOR DE PROXIMIDAD DE ULTRASONIDOS PEPPERL+FUCHS UC6000-FP-E6-R2-P5,"542,340",,001953,"SOVEMATIC, S.L.",00035,REPUESTOS,25-01-11,bajo pedido,
AC-002016,"Conector M12 PEPPERL-FUCHS - Hembra, Recto, 5 pines, PG9","8,750",1V15GPG9,001953,"SOVEMATIC, S.L.",00005,ELECTRICIDAD,26-10-15,bajo pedido,
AC-002034,"Conector M12 PEPPERL-FUCHS - Macho , Recto, 5 pines, PG9","8,750",1V15SGPG9,001953,"SOVEMATIC, S.L.",00005,ELECTRICIDAD,27-10-15,bajo pedido,
AC-003167,"CONECTOR V15-G-PG9, 5PINES, M12,","5,800",1V15GPG9,001953,"SOVEMATIC, S.L.",00005,ELECTRICIDAD,01-12-15,bajo pedido,
AC-003168,"CONECTOR V15S-G-PG9, M12, 5 PINESMACHO","5,800",1V15SGPG9,001953,"SOVEMATIC, S.L.",00005,ELECTRICIDAD,01-12-15,bajo pedido,
AC-003169,"CONECTOR V15-W-PG9, ACODADO, PG9","5,800",V15-W-PG9,001953,"SOVEMATIC, S.L.",00005,ELECTRICIDAD,01-12-15,bajo pedido,
AC-003170,"CONECTOR RSCW 5/9, ACODADO 5POLOS, PG9","5,800",HRSCW59,001953,"SOVEMATIC, S.L.",00005,ELECTRICIDAD,01-12-15,bajo pedido,
AC-004212,CONECTOR T V15S-TEE-V15,"11,900",1V15STEEV15,001953,"SOVEMATIC, S.L.",00005,ELECTRICIDAD,22-03-17,bajo pedido,
AC-004305,POSITRACK PGV READ HEAD,"775,000",1PGV100F200AB16V15,001953,"SOVEMATIC, S.L.",00005,ELECTRICIDAD,07-04-17,bajo pedido,
AC-004306,CABLE PROLONGADOR V15-G-5M-PUR-CAN-V15-G,"34,000",1V15G5MPURCANV15G,001953,"SOVEMATIC, S.L.",00005,ELECTRICIDAD,07-04-17,bajo pedido,
AC-004307,"CONECTOR V19-G-5M-PUR-ABG, (200765), CONECTOR CON 5M CABLE","22,000",1V19G5MPURABG,001953,"SOVEMATIC, S.L.",00005,ELECTRICIDAD,07-04-17,bajo pedido,
AC-004308,POSITRACK SYSTEMS PGV33M-CB19-RD,"4,500",1PGV33MCB19RD,001953,"SOVEMATIC, S.L.",00005,ELECTRICIDAD,07-04-17,bajo pedido,
AC-004309,ABRAZADERA DEMONTAJE PCV-MB1,"18,000",1PCVMB1,001953,"SOVEMATIC, S.L.",00005,ELECTRICIDAD,07-04-17,bajo pedido,
AC-004310,PGV10M-CA25-0 POSITRACK,"445,000",1PGV10MC250,001953,"SOVEMATIC, S.L.",00005,ELECTRICIDAD,07-04-17,bajo pedido,
AC-004432,Sensor inductivo NBB4-12GM50-E2-V1-Y089528 INOX,"8,000",1NBB412GME2V1Y,001953,"SOVEMATIC, S.L.",00005,ELECTRICIDAD,12-05-17,bajo pedido,
AC-004546,Barcode Reader 2D 5VVB6-240,"0,000",VB6-240,001953,"SOVEMATIC, S.L.",00005,ELECTRICIDAD,21-06-17,bajo pedido,
AC-001539,"ESLINGA PLANA HB-280 250KG L=0,4M 25MM ANCHO","6,020",FSB011000200400,003357,"SPANSET, S.A.",00007,MECANICA,16-12-14,bajo pedido,
AC-000173,PEDAL FRENO,"359,000",,001936,SPOHN & BURKHARDT GMBH & CO. KG,00029,ACCESORIOS,19-07-10,bajo pedido,
AC-004102,"Bola mecanizada 181,5 mm x 95 mm Ø según plano en calidad Toolox 44","154,850",,003537,"SSAB SWEDISH STEEL, S.L.",00007,MECANICA,23-02-17,bajo pedido,
AC-000060,RUEDA RAIL SRS-200,"340,000",,001963,"STAHL CRANESYSTEMS, S.L.",00006,RODADURA,26-03-10,bajo pedido,
AC-000785,BLOQUE RUEDA SR-S 200.2R,"467,400",3771051100,001963,"STAHL CRANESYSTEMS, S.L.",00006,RODADURA,28-06-12,bajo pedido,
AC-000786,BLOQUE RUEDA SR-S 200.2L,"467,400",3771050100,001963,"STAHL CRANESYSTEMS, S.L.",00006,RODADURA,28-06-12,bajo pedido,
AC-000787,SET MONTAJE BLOQUE RUEDA EJECUCION I,"105,000",EJECUCION I,001963,"STAHL CRANESYSTEMS, S.L.",00006,RODADURA,28-06-12,bajo pedido,
AC-001633,BLOQUES Rueda compl. SR-S 250.3R,"771,210",,001963,"STAHL CRANESYSTEMS, S.L.",00006,RODADURA,17-03-15,bajo pedido,
AC-001634,REDUCTORA SF 35 230 384,"991,800",,001963,"STAHL CRANESYSTEMS, S.L.",00006,RODADURA,17-03-15,bajo pedido,
AC-000433,CILINDRO BUZO 100 x 175 DISEÑO DTA-6417,"1.400,000",,000903,STERN HIDRAULICA S.A.,00004,HIDRAULICA,04-05-11,bajo pedido,
AC-000493,CILINDROS HIDRAULICOS 100x280,"1.515,000",,000903,STERN HIDRAULICA S.A.,00004,HIDRAULICA,03-06-11,bajo pedido,
AC-000781,CILINDRO MODIFICACIN ARESA 20 TONS DTA-5927,"1.430,000",,000903,STERN HIDRAULICA S.A.,00004,HIDRAULICA,21-06-12,bajo pedido,
AC-001132,CILINDRO HIDRAULICO ELEVACION DTA-6034,"1.252,000",,000903,STERN HIDRAULICA S.A.,00004,HIDRAULICA,20-01-14,bajo pedido,
AC-001133,CILINDRO DIRECCION DTA-6751 100/56X305,"570,000",,000903,STERN HIDRAULICA S.A.,00004,HIDRAULICA,20-01-14,bajo pedido,
AC-001134,CILINDRO ELEVACION DTA-6751 80/56X300,"235,000",,000903,STERN HIDRAULICA S.A.,00004,HIDRAULICA,20-01-14,bajo pedido,
AC-001135,CILINDRO BUZO DTA-6751 120 X 130,"700,000",,000903,STERN HIDRAULICA S.A.,00004,HIDRAULICA,20-01-14,bajo pedido,
AC-001136,CILINDRO CABINA DTA-6751 40/28X150,"110,000",,000903,STERN HIDRAULICA S.A.,00004,HIDRAULICA,20-01-14,bajo pedido,
AC-001137,CILINDRO BUZO DTA-6712 100 x 195,"615,000",,000903,STERN HIDRAULICA S.A.,00004,HIDRAULICA,20-01-14,bajo pedido,
AC-001434,CILINDRO HIDRAULICO D 140x300 S/P DTA-6844_1,"1.100,000",,000903,STERN HIDRAULICA S.A.,00004,HIDRAULICA,07-11-14,bajo pedido,
AC-001435,CILINDRO BUZO DIA.140X170 DTA-6844.2,"850,000",,000903,STERN HIDRAULICA S.A.,00004,HIDRAULICA,07-11-14,bajo pedido,
AC-003624,Juego de juntas cilindro 140x300 nºserie 742/14,"115,000",,000903,STERN HIDRAULICA S.A.,00007,MECANICA,02-06-16,bajo pedido,
AC-003942,Cilindro hidráulico Simple efecto diam100 250mm Carrera BM s/p DTA-6998,"790,000",,000903,STERN HIDRAULICA S.A.,00004,HIDRAULICA,23-12-16,bajo pedido,
AC-004103,Camisa cilindro oscilante  80x510  s/p,"150,000",,000903,STERN HIDRAULICA S.A.,00004,HIDRAULICA,23-02-17,bajo pedido,
AC-004104,Pistón cilindro 80x510  s/p,"20,000",,000903,STERN HIDRAULICA S.A.,00004,HIDRAULICA,23-02-17,bajo pedido,
AC-004105,Cilindro hidráulico buzo d=140x360mm s/p,"1.290,000",,000903,STERN HIDRAULICA S.A.,00004,HIDRAULICA,23-02-17,bajo pedido,
AC-004205,CILINDRO HIDRÁULICO BUZO D=220X710,"3.100,000",,000903,STERN HIDRAULICA S.A.,00004,HIDRAULICA,21-03-17,bajo pedido,
AC-004003,PLC STW ESX-3XL,"1.218,111",ESX-3XL,003448,STW- SENSOR   TECHNIK WIEDEMANN GMBH,00005,ELECTRICIDAD,20-01-17,bajo pedido,
AC-004004,Conector cableado tipo A del PLC 3SX-3XL,"160,000",55059,003448,STW- SENSOR   TECHNIK WIEDEMANN GMBH,00005,ELECTRICIDAD,20-01-17,bajo pedido,
AC-004005,Conector cableado tipo B del PLC 3SX-3XL,"160,000",55060,003448,STW- SENSOR   TECHNIK WIEDEMANN GMBH,00005,ELECTRICIDAD,20-01-17,bajo pedido,
AC-003043,Soporte Bola 109141283,"51,660",109141283,001942,SUER NUTZFAHRZEUGTECHNIK GMBH,00007,MECANICA,05-11-15,bajo pedido,
AC-003635,Anilla soldable 5200 daN 95x90mm 295134560,"4,440",295134560,001942,SUER NUTZFAHRZEUGTECHNIK GMBH,00007,MECANICA,07-06-16,bajo pedido,
AC-000954,REJIBAND 60X100 BIC.,"3,249",PEMSA 60222100,003246,SUM. ELECT. P. DIRECCION,00008,MONTAJES,06-05-13,bajo pedido,
AC-000955,BANDEJA PORTACABLES REJIBAND 60X150,"3,193",PEMSA 60222150,003246,SUM. ELECT. P. DIRECCION,00008,MONTAJES,06-05-13,bajo pedido,
AC-000956,MINIBAND 60X60,"2,588",PEMSA 60222060,003246,SUM. ELECT. P. DIRECCION,00008,MONTAJES,06-05-13,bajo pedido,
AC-000957,UNION REJIBAND,"0,374",PEMSA 64020030,003246,SUM. ELECT. P. DIRECCION,00008,MONTAJES,06-05-13,bajo pedido,
AC-000958,UNION CLICK REJIBAND,"3,120",PEMSA 64020030,003246,SUM. ELECT. P. DIRECCION,00008,MONTAJES,06-05-13,bajo pedido,
AC-001159,FIJACION REJIBAND,"0,322",64020060,003246,SUM. ELECT. P. DIRECCION,00008,MONTAJES,30-01-14,bajo pedido,
AC-000054,ESLINGAS 350 - 7 M,"446,980",,003024,"SUMINISTROS BEZABALA, S.A.",00002,HERRAMIENTAS,11-03-10,bajo pedido,
AC-000055,ESLINGAS 350 - 20 M,"1.117,390",,003024,"SUMINISTROS BEZABALA, S.A.",00002,HERRAMIENTAS,11-03-10,bajo pedido,
AC-000784,ARANDELA NORD-LOCK M6,"52,920",00694000040,003155,"SUMINISTROS LAMI, S.A.",00007,MECANICA,27-06-12,bajo pedido,
AC-000915,ARANDELA NORD-LOCK NL20,"102,407",00694000110,003155,"SUMINISTROS LAMI, S.A.",00007,MECANICA,22-04-13,bajo pedido,
AC-001036,ARANDELA NORD-LOCK NL22 (100 PARES),"164,340",00694000120,003155,"SUMINISTROS LAMI, S.A.",00007,MECANICA,10-09-13,bajo pedido,
AC-001220,ARANDELA NORDLOCK NL8 (200 PARES),"52,920",,003155,"SUMINISTROS LAMI, S.A.",00008,MONTAJES,20-03-14,bajo pedido,
AC-001221,ARANDELA NORDLOCK NL10 (200 PARES),"56,448",,003155,"SUMINISTROS LAMI, S.A.",00008,MONTAJES,20-03-14,bajo pedido,
AC-001318,ARANDELA NORD-LOCK NL12 (200 PARES),"87,969",,003155,"SUMINISTROS LAMI, S.A.",00007,MECANICA,24-06-14,bajo pedido,
AC-001319,ARANDELA NORD-LOCK NL14 (100 PARES),"70,470",,003155,"SUMINISTROS LAMI, S.A.",00007,MECANICA,24-06-14,bajo pedido,
AC-001320,ARANDELA NORD-LOCK NL16 (100 PARES),"64,716",,003155,"SUMINISTROS LAMI, S.A.",00007,MECANICA,24-06-14,bajo pedido,
AC-001483,ARANDELA NORDLOCK NL18(100 PARES),"102,240",,003155,"SUMINISTROS LAMI, S.A.",00008,MONTAJES,24-11-14,bajo pedido,
AC-001882,TORNILLERIA INOX DTA-6875,"326,220",,003155,"SUMINISTROS LAMI, S.A.",00008,MONTAJES,26-08-15,bajo pedido,
AC-000194,TARJETA ELECTRÓNICA SIEMENS 16 SALIDAS A RELE REF. 6ES7 322-1HH01-0AA0,"0,000",6ES7322-1HH01-0AA0,003048,"SYSTELEC, S.A.",00005,ELECTRICIDAD,03-08-10,bajo pedido,
AC-000205,REPARACION PANTALLA SIEMENS DTA-5966,"198,860",,003048,"SYSTELEC, S.A.",00005,ELECTRICIDAD,31-08-10,bajo pedido,
AC-004550,Barcode Reader 2D 5VTC1200-1000RS-232,"192,310",939501108,003048,"SYSTELEC, S.A.",00005,ELECTRICIDAD,22-06-17,bajo pedido,
AC-000545,SENSORES EMERGENCIA CEPYC DTA-6291,"138,730",,003088,"T2S - TECNOLOGIA, SERVICIOS Y SOLUCIONES T2S, S.L.",00005,ELECTRICIDAD,25-08-11,bajo pedido,
AC-000767,CILINDRO NEUMATICO DIAM. 32 CARRERA 170,"86,670",CP96SDB32-170,003088,"T2S - TECNOLOGIA, SERVICIOS Y SOLUCIONES T2S, S.L.",00009,NEUMATICA,11-06-12,bajo pedido,
AC-000768,CILINDRO NEUMATICO DIAM. 32 CARRERA 120,"84,970",CP96SDB32-120,003088,"T2S - TECNOLOGIA, SERVICIOS Y SOLUCIONES T2S, S.L.",00009,NEUMATICA,11-06-12,bajo pedido,
AC-000769,UNIDAD MANTENIMIENTO AIRE COMPRIMIDO MONTADA,"194,800",AC30-Q3Q010,003088,"T2S - TECNOLOGIA, SERVICIOS Y SOLUCIONES T2S, S.L.",00009,NEUMATICA,11-06-12,bajo pedido,
AC-000770,ELECTROVALVULA 24 VDC,"186,570",SY5240-5DZ-Q,003088,"T2S - TECNOLOGIA, SERVICIOS Y SOLUCIONES T2S, S.L.",00009,NEUMATICA,11-06-12,bajo pedido,
AC-000771,TAPÓN SA043 1/4,"0,720",SA043 1/4,003088,"T2S - TECNOLOGIA, SERVICIOS Y SOLUCIONES T2S, S.L.",00009,NEUMATICA,11-06-12,bajo pedido,
AC-000772,SILENCIADOR 1/4,"3,630",AN200-02,003088,"T2S - TECNOLOGIA, SERVICIOS Y SOLUCIONES T2S, S.L.",00009,NEUMATICA,11-06-12,bajo pedido,
AC-003363,Interruptor SIRIUS Innovations automático S0,"104,218",3RV2021-4FA10,003088,"T2S - TECNOLOGIA, SERVICIOS Y SOLUCIONES T2S, S.L.",00005,ELECTRICIDAD,02-02-16,bajo pedido,
AC-003657,"Borne de doble piso - PTTB 2,5","0,837",3210567,003088,"T2S - TECNOLOGIA, SERVICIOS Y SOLUCIONES T2S, S.L.",00005,ELECTRICIDAD,14-06-16,bajo pedido,
AC-003658,"Tapa final - D-PTTB 2,5","0,272",3211634,003088,"T2S - TECNOLOGIA, SERVICIOS Y SOLUCIONES T2S, S.L.",00005,ELECTRICIDAD,14-06-16,bajo pedido,
AC-003659,Soporte final - CLIPFIX 35,"0,365",3022218,003088,"T2S - TECNOLOGIA, SERVICIOS Y SOLUCIONES T2S, S.L.",00005,ELECTRICIDAD,14-06-16,bajo pedido,
AC-003660,Soporte final - E/NS 35 N,"0,686",0800886,003088,"T2S - TECNOLOGIA, SERVICIOS Y SOLUCIONES T2S, S.L.",00005,ELECTRICIDAD,14-06-16,bajo pedido,
AC-003661,Puente de potencial - FBS-PV,"0,673",3032185,003088,"T2S - TECNOLOGIA, SERVICIOS Y SOLUCIONES T2S, S.L.",00005,ELECTRICIDAD,14-06-16,bajo pedido,
AC-003662,Puente enchufable - FBS 2-5,"0,181",3030161,003088,"T2S - TECNOLOGIA, SERVICIOS Y SOLUCIONES T2S, S.L.",00005,ELECTRICIDAD,14-06-16,bajo pedido,
AC-003663,"Borne de paso - PTS 2,5","0,484",3211799,003088,"T2S - TECNOLOGIA, SERVICIOS Y SOLUCIONES T2S, S.L.",00005,ELECTRICIDAD,14-06-16,bajo pedido,
AC-003664,"Tapa final - D-STS 2,5","0,265",3031762,003088,"T2S - TECNOLOGIA, SERVICIOS Y SOLUCIONES T2S, S.L.",00005,ELECTRICIDAD,14-06-16,bajo pedido,
AC-003665,Soporte para señalización de regletas de bornes - KLM 2,"0,188",0807575,003088,"T2S - TECNOLOGIA, SERVICIOS Y SOLUCIONES T2S, S.L.",00005,ELECTRICIDAD,14-06-16,bajo pedido,
AC-003666,Borne de paso - UT 16,"0,803",3044199,003088,"T2S - TECNOLOGIA, SERVICIOS Y SOLUCIONES T2S, S.L.",00005,ELECTRICIDAD,14-06-16,bajo pedido,
AC-003667,Tapa final - D-UT 16,"0,336",3047206,003088,"T2S - TECNOLOGIA, SERVICIOS Y SOLUCIONES T2S, S.L.",00005,ELECTRICIDAD,14-06-16,bajo pedido,
AC-003668,Puente fijo - FBI 2-20,"2,400",201346,003088,"T2S - TECNOLOGIA, SERVICIOS Y SOLUCIONES T2S, S.L.",00005,ELECTRICIDAD,14-06-16,bajo pedido,
AC-003719,ARMARIO ASR 600x800x300,"354,797",ASR0608030,003088,"T2S - TECNOLOGIA, SERVICIOS Y SOLUCIONES T2S, S.L.",00005,ELECTRICIDAD,30-06-16,bajo pedido,
AC-003722,Módulo de relés - RIF-0-RPT-24DC/21,"4,209",2903370,003088,"T2S - TECNOLOGIA, SERVICIOS Y SOLUCIONES T2S, S.L.",00005,ELECTRICIDAD,05-07-16,bajo pedido,
AC-003723,Relé individual - REL-IR4/LDP- 24DC/4X21,"2,961",2903677,003088,"T2S - TECNOLOGIA, SERVICIOS Y SOLUCIONES T2S, S.L.",00005,ELECTRICIDAD,05-07-16,bajo pedido,
AC-003724,Zócalo de relé - RIF-2-BPT/4X21,"2,336",2900934,003088,"T2S - TECNOLOGIA, SERVICIOS Y SOLUCIONES T2S, S.L.",00005,ELECTRICIDAD,05-07-16,bajo pedido,
AC-003725,Brida de sujeción - RIF-RH-2,"0,124",2900954,003088,"T2S - TECNOLOGIA, SERVICIOS Y SOLUCIONES T2S, S.L.",00005,ELECTRICIDAD,05-07-16,bajo pedido,
AC-003726,Puente fijo - FBI 2-20,"2,120",201346,003088,"T2S - TECNOLOGIA, SERVICIOS Y SOLUCIONES T2S, S.L.",00005,ELECTRICIDAD,05-07-16,bajo pedido,
AC-003727,Borne de paso - UKH 70,"8,598",3213140,003088,"T2S - TECNOLOGIA, SERVICIOS Y SOLUCIONES T2S, S.L.",00005,ELECTRICIDAD,05-07-16,bajo pedido,
AC-003728,Borne de paso - ST 10,"0,950",3036110,003088,"T2S - TECNOLOGIA, SERVICIOS Y SOLUCIONES T2S, S.L.",00005,ELECTRICIDAD,05-07-16,bajo pedido,
AC-003749,Relé universal PSR-SCF- 24UC/URM/2X21,"24,010",2981363,003088,"T2S - TECNOLOGIA, SERVICIOS Y SOLUCIONES T2S, S.L.",00005,ELECTRICIDAD,19-07-16,bajo pedido,
AC-003750,"Armario eléctrico mural, acero 1000x600x260 mm, con placa de  montaje","137,710",MAS1006026R5,003088,"T2S - TECNOLOGIA, SERVICIOS Y SOLUCIONES T2S, S.L.",00005,ELECTRICIDAD,19-07-16,bajo pedido,
AC-003751,Tope de borna  CLIPFIX 35-5,"0,370",3022276,003088,"T2S - TECNOLOGIA, SERVICIOS Y SOLUCIONES T2S, S.L.",00005,ELECTRICIDAD,19-07-16,bajo pedido,
AC-003756,Automático magnetotérmico 5SY 230V 15KA 1+N-POLOS D 3A P=70MM,"25,910",5SY7503-8,003088,"T2S - TECNOLOGIA, SERVICIOS Y SOLUCIONES T2S, S.L.",00005,ELECTRICIDAD,22-07-16,bajo pedido,
AC-003824,"Cable CAN BUS con conectores  SAC-5PY-F/2X 0,3-920-MS-FS","26,360",1436013,003088,"T2S - TECNOLOGIA, SERVICIOS Y SOLUCIONES T2S, S.L.",00005,ELECTRICIDAD,15-09-16,bajo pedido,
AC-003851,Conector M17 3+PE contactos Hembra ST-3ES1N8A8003 - 1607682,"6,700",1607682,003088,"T2S - TECNOLOGIA, SERVICIOS Y SOLUCIONES T2S, S.L.",00005,ELECTRICIDAD,03-10-16,bajo pedido,
